run_id,gamma,beta,alpha,s0,P0,avg_consumer_surplus,most_common_strategy_consumer_surplus,avg_producer_surplus,most_common_strategy_producer_surplus,avg_total_welfare,most_common_strategy_total_welfare
7,0.001,0.3,0.1,0.26,47.77936568759665,-166.824,4-Tier vs 4-Tier,138.848,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
8,0.001,0.3,0.1,0.29,43.80058584674785,-152.471,4-Tier vs 4-Tier,124.492,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
9,0.001,0.3,0.1,0.32,40.567827226058185,-140.81099999999998,4-Tier vs 4-Tier,112.78600000000002,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
10,0.001,0.3,0.1,0.35,37.88925579748676,-131.144,4-Tier vs 4-Tier,103.168,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
11,0.001,0.3,0.1,0.38,35.63361669974239,-123.01399999999998,4-Tier vs 4-Tier,95.032,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
12,0.001,0.3,0.1,0.41,33.70807112849721,-116.064,4-Tier vs 4-Tier,88.348,6-Tier vs 6-Tier,-28.02,6-Tier vs 6-Tier
13,0.001,0.3,0.1,0.44,32.04509995333092,-110.071,4-Tier vs 4-Tier,82.296,4-Tier vs 4-Tier,-28.02,4-Tier vs 4-Tier
14,0.001,0.3,0.1,0.47,30.59442297073904,-104.83400000000002,4-Tier vs 4-Tier,77.478,5-Tier vs 5-Tier,-28.02,5-Tier vs 5-Tier
15,0.001,0.3,0.1,0.5,29.31782722605819,-100.234,4-Tier vs 4-Tier,76.64,Flat vs Flat,-28.03,Flat vs Flat
16,0.001,0.3,0.1,0.53,28.185751754360076,-96.338,4-Tier vs 4-Tier,70.77000000000001,Flat vs Flat,-28.03,Flat vs Flat
17,0.001,0.3,0.1,0.56,27.174970083201043,-92.81,2-Tier vs 2-Tier,68.27799999999999,Flat vs Flat,-28.03,Flat vs Flat
18,0.001,0.3,0.1,0.59,26.26697976843107,-89.578,2-Tier vs 2-Tier,66.094,Flat vs Flat,-28.03,Flat vs Flat
19,0.001,0.3,0.1,0.62,25.446859484122704,-86.895,3-Tier vs 3-Tier,59.29599999999999,5-Tier vs 5-Tier,-28.03,5-Tier vs 5-Tier
20,0.001,0.3,0.1,0.65,24.70244261067357,-84.214,3-Tier vs 3-Tier,61.08,Flat vs Flat,-28.03,Flat vs Flat
21,0.001,0.3,0.1,0.68,24.02370957899937,-82.136,5-Tier vs 5-Tier,58.61999999999999,Flat vs Flat,-28.03,Flat vs Flat
22,0.001,0.3,0.1,0.71,23.402334268311712,-79.89599999999999,5-Tier vs 5-Tier,56.38000000000001,Flat vs Flat,-28.03,Flat vs Flat
23,0.001,0.3,0.1,0.74,22.8313407395717,-77.836,5-Tier vs 5-Tier,54.32000000000001,Flat vs Flat,-28.03,Flat vs Flat
24,0.001,0.3,0.1,0.77,22.304840213071174,-75.936,5-Tier vs 5-Tier,51.38,Flat vs Flat,-28.03,Flat vs Flat
25,0.001,0.3,0.1,0.8,21.817827226058185,-74.178,5-Tier vs 5-Tier,48.962,Flat vs Flat,-28.03,Flat vs Flat
26,0.001,0.3,0.1,0.83,21.366019997142523,-72.548,5-Tier vs 5-Tier,47.336,Flat vs Flat,-28.03,Flat vs Flat
27,0.001,0.3,0.1,0.86,20.94573420280237,-71.03599999999999,5-Tier vs 5-Tier,45.822,Flat vs Flat,-28.03,Flat vs Flat
28,0.001,0.3,0.1,0.89,20.55378228223796,-69.61800000000001,5-Tier vs 5-Tier,46.1,Flat vs Flat,-28.03,Flat vs Flat
29,0.001,0.3,0.1,1.0,19.31782722605819,-65.16,5-Tier vs 5-Tier,37.852,5-Tier vs 5-Tier,-28.03,5-Tier vs 5-Tier
32,0.001,0.3,0.27,0.11,42.98786089609186,-147.371,4-Tier vs 4-Tier,121.568,4-Tier vs 4-Tier,-25.85,4-Tier vs 4-Tier
33,0.001,0.3,0.27,0.14,35.77285368108464,-121.71099999999998,4-Tier vs 4-Tier,95.532,4-Tier vs 4-Tier,-26.22,4-Tier vs 4-Tier
34,0.001,0.3,0.27,0.17,31.104319600785857,-105.104,4-Tier vs 4-Tier,78.69200000000001,4-Tier vs 4-Tier,-26.46,4-Tier vs 4-Tier
35,0.001,0.3,0.27,0.2,27.836345744576704,-93.484,4-Tier vs 4-Tier,66.862,4-Tier vs 4-Tier,-26.62,4-Tier vs 4-Tier
36,0.001,0.3,0.27,0.23,25.42088680737864,-84.894,4-Tier vs 4-Tier,58.146,4-Tier vs 4-Tier,-26.74,4-Tier vs 4-Tier
37,0.001,0.3,0.27,0.26,23.56284147107243,-78.284,4-Tier vs 4-Tier,51.492,4-Tier vs 4-Tier,-26.84,4-Tier vs 4-Tier
38,0.001,0.3,0.27,0.29,22.089219307795094,-73.044,4-Tier vs 4-Tier,46.126,4-Tier vs 4-Tier,-26.910000000000004,4-Tier vs 4-Tier
39,0.001,0.3,0.27,0.32,20.89190130013226,-68.784,4-Tier vs 4-Tier,42.076,6-Tier vs 6-Tier,-26.97,6-Tier vs 6-Tier
40,0.001,0.3,0.27,0.35,19.89983780806877,-65.25399999999999,4-Tier vs 4-Tier,38.646,2-Tier vs 2-Tier,-27.02,2-Tier vs 2-Tier
41,0.001,0.3,0.27,0.38,19.0644159200153,-62.284000000000006,4-Tier vs 4-Tier,35.592,2-Tier vs 2-Tier,-27.07,2-Tier vs 2-Tier
42,0.001,0.3,0.27,0.41,18.3512508936282,-59.752,4-Tier vs 4-Tier,32.646,4-Tier vs 4-Tier,-27.1,4-Tier vs 4-Tier
43,0.001,0.3,0.27,0.44,17.735335643566607,-57.562,4-Tier vs 4-Tier,30.684,4-Tier vs 4-Tier,-27.130000000000003,4-Tier vs 4-Tier
44,0.001,0.3,0.27,0.47,17.19804787223628,-55.651,4-Tier vs 4-Tier,30.812,Flat vs Flat,-27.160000000000004,Flat vs Flat
45,0.001,0.3,0.27,0.5,16.725234633465597,-54.105,4-Tier vs 4-Tier,32.3,Flat vs Flat,-27.190000000000005,Flat vs Flat
46,0.001,0.3,0.27,0.53,16.305947421725556,-52.615,4-Tier vs 4-Tier,26.58,4-Tier vs 4-Tier,-27.21,4-Tier vs 4-Tier
47,0.001,0.3,0.27,0.56,15.9315838398148,-51.338,4-Tier vs 4-Tier,25.346,Flat vs Flat,-27.23,Flat vs Flat
48,0.001,0.3,0.27,0.59,15.595291130640735,-50.141000000000005,4-Tier vs 4-Tier,23.126,2-Tier vs 2-Tier,-27.24,2-Tier vs 2-Tier
49,0.001,0.3,0.27,0.62,15.291542877193194,-49.061,4-Tier vs 4-Tier,22.026000000000003,2-Tier vs 2-Tier,-27.26,2-Tier vs 2-Tier
50,0.001,0.3,0.27,0.65,15.015832924063886,-48.19,2-Tier vs 2-Tier,26.14,Flat vs Flat,-27.27,Flat vs Flat
51,0.001,0.3,0.27,0.68,14.764450319740106,-47.3,2-Tier vs 2-Tier,24.594,Flat vs Flat,-27.28,Flat vs Flat
52,0.001,0.3,0.27,0.71,14.534311315781714,-46.504000000000005,2-Tier vs 2-Tier,21.64,5-Tier vs 5-Tier,-27.3,5-Tier vs 5-Tier
53,0.001,0.3,0.27,0.74,14.322832231063192,-45.778000000000006,2-Tier vs 2-Tier,23.64,Flat vs Flat,-27.309999999999995,Flat vs Flat
54,0.001,0.3,0.27,0.77,14.127832036062998,-45.08,2-Tier vs 2-Tier,22.92,Flat vs Flat,-27.32,Flat vs Flat
55,0.001,0.3,0.27,0.8,13.947456855687818,-44.439,2-Tier vs 2-Tier,18.894,5-Tier vs 5-Tier,-27.329999999999995,5-Tier vs 5-Tier
56,0.001,0.3,0.27,0.83,13.780120844978311,-43.848,2-Tier vs 2-Tier,18.92,5-Tier vs 5-Tier,-27.329999999999995,5-Tier vs 5-Tier
57,0.001,0.3,0.27,0.86,13.624459439667143,-43.289,2-Tier vs 2-Tier,16.008,2-Tier vs 2-Tier,-27.34,2-Tier vs 2-Tier
58,0.001,0.3,0.27,0.89,13.479292061680328,-43.178,3-Tier vs 3-Tier,20.58,Flat vs Flat,-27.35,Flat vs Flat
59,0.001,0.3,0.27,1.0,13.02153092976189,-41.796,5-Tier vs 5-Tier,14.418,5-Tier vs 5-Tier,-27.37,5-Tier vs 5-Tier
61,0.001,0.3,0.43,0.08,38.38759466791865,-126.151,4-Tier vs 4-Tier,104.966,4-Tier vs 4-Tier,-21.23,4-Tier vs 4-Tier
62,0.001,0.3,0.43,0.11,30.45947627468398,-98.961,4-Tier vs 4-Tier,76.368,4-Tier vs 4-Tier,-22.63,4-Tier vs 4-Tier
63,0.001,0.3,0.43,0.14,25.92912290712131,-83.421,4-Tier vs 4-Tier,59.982000000000006,4-Tier vs 4-Tier,-23.44,4-Tier vs 4-Tier
64,0.001,0.3,0.43,0.17,22.997717786933705,-73.364,4-Tier vs 4-Tier,49.452,4-Tier vs 4-Tier,-23.96,4-Tier vs 4-Tier
65,0.001,0.3,0.43,0.2,20.94573420280237,-66.324,4-Tier vs 4-Tier,42.154,4-Tier vs 4-Tier,-24.32,4-Tier vs 4-Tier
66,0.001,0.3,0.43,0.23,19.42905068409661,-61.124,4-Tier vs 4-Tier,36.586,4-Tier vs 4-Tier,-24.59,4-Tier vs 4-Tier
67,0.001,0.3,0.43,0.26,18.262371054322948,-57.124,4-Tier vs 4-Tier,32.745999999999995,2-Tier vs 2-Tier,-24.8,2-Tier vs 2-Tier
68,0.001,0.3,0.43,0.29,17.337073416916247,-53.951,4-Tier vs 4-Tier,29.404000000000003,2-Tier vs 2-Tier,-24.96,2-Tier vs 2-Tier
69,0.001,0.3,0.43,0.32,16.585269086523304,-51.371,4-Tier vs 4-Tier,26.582,6-Tier vs 6-Tier,-25.09,6-Tier vs 6-Tier
70,0.001,0.3,0.43,0.35,15.962345498483437,-49.234,4-Tier vs 4-Tier,24.64,7-Tier vs 7-Tier,-25.2,7-Tier vs 7-Tier
71,0.001,0.3,0.43,0.38,15.437778266449865,-47.434,4-Tier vs 4-Tier,26.576,Flat vs Flat,-25.3,Flat vs Flat
72,0.001,0.3,0.43,0.41,14.989976970811451,-45.901,4-Tier vs 4-Tier,20.844,4-Tier vs 4-Tier,-25.38,4-Tier vs 4-Tier
73,0.001,0.3,0.43,0.44,14.603239488214635,-44.574,4-Tier vs 4-Tier,19.546,2-Tier vs 2-Tier,-25.45,2-Tier vs 2-Tier
74,0.001,0.3,0.43,0.47,14.26587274807699,-43.555,4-Tier vs 4-Tier,18.974,5-Tier vs 5-Tier,-25.5,5-Tier vs 5-Tier
75,0.001,0.3,0.43,0.5,13.968990016755864,-42.535,4-Tier vs 4-Tier,17.988,5-Tier vs 5-Tier,-25.56,5-Tier vs 5-Tier
76,0.001,0.3,0.43,0.53,13.705716651244671,-41.635000000000005,4-Tier vs 4-Tier,16.306,2-Tier vs 2-Tier,-25.6,2-Tier vs 2-Tier
77,0.001,0.3,0.43,0.56,13.47065114632397,-40.881,4-Tier vs 4-Tier,16.756,5-Tier vs 5-Tier,-25.65,5-Tier vs 5-Tier
78,0.001,0.3,0.43,0.59,13.25949060800537,-40.158,4-Tier vs 4-Tier,18.72,Flat vs Flat,-25.68,Flat vs Flat
79,0.001,0.3,0.43,0.62,13.068764960491798,-39.501,4-Tier vs 4-Tier,16.352,5-Tier vs 5-Tier,-25.72,5-Tier vs 5-Tier
80,0.001,0.3,0.43,0.65,12.895644757364092,-38.908,4-Tier vs 4-Tier,13.962,5-Tier vs 5-Tier,-25.75,5-Tier vs 5-Tier
81,0.001,0.3,0.43,0.68,12.737799866277069,-38.368,4-Tier vs 4-Tier,13.456,5-Tier vs 5-Tier,-25.78,5-Tier vs 5-Tier
82,0.001,0.3,0.43,0.71,12.593293980070635,-37.871,4-Tier vs 4-Tier,12.288,2-Tier vs 2-Tier,-25.8,2-Tier vs 2-Tier
83,0.001,0.3,0.43,0.74,12.4605047873404,-37.53,2-Tier vs 2-Tier,11.892,7-Tier vs 7-Tier,-25.82,7-Tier vs 7-Tier
84,0.001,0.3,0.43,0.77,12.3380628044333,-37.11,2-Tier vs 2-Tier,11.368,2-Tier vs 2-Tier,-25.85,2-Tier vs 2-Tier
85,0.001,0.3,0.43,0.8,12.224803970244237,-36.72,2-Tier vs 2-Tier,13.312,5-Tier vs 5-Tier,-25.87,5-Tier vs 5-Tier
86,0.001,0.3,0.43,0.83,12.119732521659197,-36.36,2-Tier vs 2-Tier,15.053999999999998,Flat vs Flat,-25.89,Flat vs Flat
87,0.001,0.3,0.43,0.86,12.02199163925451,-36.021,2-Tier vs 2-Tier,15.34,Flat vs Flat,-25.9,Flat vs Flat
88,0.001,0.3,0.43,0.89,11.930840029820928,-35.71,2-Tier vs 2-Tier,11.502,Flat vs Flat,-25.920000000000005,Flat vs Flat
89,0.001,0.3,0.43,1.0,11.643408621407026,-34.769,2-Tier vs 2-Tier,8.806000000000001,2-Tier vs 2-Tier,-25.97,2-Tier vs 2-Tier
90,0.001,0.3,0.6,0.05,42.65116055939153,-133.52,2-Tier vs 2-Tier,119.89,2-Tier vs 2-Tier,-13.63,2-Tier vs 2-Tier
91,0.001,0.3,0.6,0.08,30.15116055939152,-93.043,4-Tier vs 4-Tier,75.25399999999999,4-Tier vs 4-Tier,-17.85,4-Tier vs 4-Tier
92,0.001,0.3,0.6,0.11,24.46934237757334,-74.478,4-Tier vs 4-Tier,54.70799999999999,4-Tier vs 4-Tier,-19.77,4-Tier vs 4-Tier
93,0.001,0.3,0.6,0.14,21.22258913082009,-63.865,4-Tier vs 4-Tier,42.996,4-Tier vs 4-Tier,-20.87,4-Tier vs 4-Tier
94,0.001,0.3,0.6,0.17,19.12174879468564,-56.998000000000005,4-Tier vs 4-Tier,35.524,4-Tier vs 4-Tier,-21.58,4-Tier vs 4-Tier
95,0.001,0.3,0.6,0.2,17.65116055939152,-52.19,4-Tier vs 4-Tier,30.526,2-Tier vs 2-Tier,-22.07,2-Tier vs 2-Tier
96,0.001,0.3,0.6,0.23,16.56420403765239,-48.64,4-Tier vs 4-Tier,26.57,2-Tier vs 2-Tier,-22.44,2-Tier vs 2-Tier
97,0.001,0.3,0.6,0.26,15.7280836363146,-45.908,4-Tier vs 4-Tier,23.226000000000003,4-Tier vs 4-Tier,-22.72,4-Tier vs 4-Tier
98,0.001,0.3,0.6,0.29,15.064953662839798,-43.74,4-Tier vs 4-Tier,21.14,4-Tier vs 4-Tier,-22.95,4-Tier vs 4-Tier
99,0.001,0.3,0.6,0.32,14.52616055939152,-41.98,4-Tier vs 4-Tier,19.248,2-Tier vs 2-Tier,-23.13,2-Tier vs 2-Tier
100,0.001,0.3,0.6,0.35,14.079731987962951,-40.52,4-Tier vs 4-Tier,17.240000000000002,4-Tier vs 4-Tier,-23.28,4-Tier vs 4-Tier
101,0.001,0.3,0.6,0.38,13.70379213833889,-39.29,4-Tier vs 4-Tier,16.286,2-Tier vs 2-Tier,-23.41,2-Tier vs 2-Tier
102,0.001,0.3,0.6,0.41,13.382867876464694,-38.241,4-Tier vs 4-Tier,16.734,5-Tier vs 5-Tier,-23.51,5-Tier vs 5-Tier
103,0.001,0.3,0.6,0.44,13.105706013936976,-37.331,4-Tier vs 4-Tier,14.128,2-Tier vs 2-Tier,-23.61,2-Tier vs 2-Tier
104,0.001,0.3,0.6,0.47,12.86392651683833,-36.682,4-Tier vs 4-Tier,13.913999999999998,5-Tier vs 5-Tier,-23.69,5-Tier vs 5-Tier
105,0.001,0.3,0.6,0.5,12.651160559391522,-35.988,4-Tier vs 4-Tier,17.6,Flat vs Flat,-23.76,Flat vs Flat
106,0.001,0.3,0.6,0.53,12.462481314108503,-35.369,4-Tier vs 4-Tier,11.808,2-Tier vs 2-Tier,-23.82,2-Tier vs 2-Tier
107,0.001,0.3,0.6,0.56,12.294017702248665,-34.870999999999995,4-Tier vs 4-Tier,12.512,5-Tier vs 5-Tier,-23.88,5-Tier vs 5-Tier
108,0.001,0.3,0.6,0.59,12.142685983120336,-34.376999999999995,4-Tier vs 4-Tier,10.836,6-Tier vs 6-Tier,-23.93,6-Tier vs 6-Tier
109,0.001,0.3,0.6,0.62,12.00599926906894,-33.931,4-Tier vs 4-Tier,10.154,2-Tier vs 2-Tier,-23.98,2-Tier vs 2-Tier
110,0.001,0.3,0.6,0.65,11.881929790160752,-33.524,4-Tier vs 4-Tier,13.78,Flat vs Flat,-24.02,Flat vs Flat
111,0.001,0.3,0.6,0.68,11.768807618215051,-33.154999999999994,4-Tier vs 4-Tier,14.419999999999998,Flat vs Flat,-24.06,Flat vs Flat
112,0.001,0.3,0.6,0.71,11.665245066433776,-32.817,4-Tier vs 4-Tier,8.946000000000002,2-Tier vs 2-Tier,-24.09,2-Tier vs 2-Tier
113,0.001,0.3,0.6,0.74,11.57007947831044,-32.505,4-Tier vs 4-Tier,8.588,2-Tier vs 2-Tier,-24.13,2-Tier vs 2-Tier
114,0.001,0.3,0.6,0.77,11.482329390560352,-32.217,4-Tier vs 4-Tier,8.286,2-Tier vs 2-Tier,-24.16,2-Tier vs 2-Tier
115,0.001,0.3,0.6,0.8,11.401160559391522,-31.951,4-Tier vs 4-Tier,13.080000000000002,Flat vs Flat,-24.18,Flat vs Flat
116,0.001,0.3,0.6,0.83,11.325859354572245,-31.819,2-Tier vs 2-Tier,11.74,Flat vs Flat,-24.21,Flat vs Flat
117,0.001,0.3,0.6,0.86,11.25581172218222,-31.589,2-Tier vs 2-Tier,12.56,Flat vs Flat,-24.23,Flat vs Flat
118,0.001,0.3,0.6,0.89,11.190486402088151,-31.374,2-Tier vs 2-Tier,11.28,Flat vs Flat,-24.25,Flat vs Flat
119,0.001,0.3,0.6,1.0,10.984493892724856,-30.701,2-Tier vs 2-Tier,9.222,Flat vs Flat,-24.32,Flat vs Flat
120,0.001,0.3,0.77,0.05,35.29185320008416,-99.025,2-Tier vs 2-Tier,88.51400000000001,2-Tier vs 2-Tier,-10.51,2-Tier vs 2-Tier
121,0.001,0.3,0.77,0.08,25.55159345982442,-73.397,2-Tier vs 2-Tier,58.572,4-Tier vs 4-Tier,-15.35,4-Tier vs 4-Tier
122,0.001,0.3,0.77,0.11,21.124202668797267,-60.145,4-Tier vs 4-Tier,42.596,4-Tier vs 4-Tier,-17.54,4-Tier vs 4-Tier
123,0.001,0.3,0.77,0.14,18.594265073924607,-52.3,4-Tier vs 4-Tier,33.658,4-Tier vs 4-Tier,-18.8,4-Tier vs 4-Tier
124,0.001,0.3,0.77,0.17,16.957246630183473,-47.217,4-Tier vs 4-Tier,27.66,4-Tier vs 4-Tier,-19.61,4-Tier vs 4-Tier
125,0.001,0.3,0.77,0.2,15.81133371956468,-43.658,4-Tier vs 4-Tier,23.708,7-Tier vs 7-Tier,-20.18,7-Tier vs 7-Tier
126,0.001,0.3,0.77,0.23,14.964354611716008,-41.024,4-Tier vs 4-Tier,20.81,2-Tier vs 2-Tier,-20.6,2-Tier vs 2-Tier
127,0.001,0.3,0.77,0.26,14.312832221063182,-38.998000000000005,4-Tier vs 4-Tier,18.446,2-Tier vs 2-Tier,-20.93,2-Tier vs 2-Tier
128,0.001,0.3,0.77,0.29,13.796107566407494,-37.391,4-Tier vs 4-Tier,18.84,Flat vs Flat,-21.18,Flat vs Flat
129,0.001,0.3,0.77,0.32,13.376268784499748,-36.091,4-Tier vs 4-Tier,15.826,4-Tier vs 4-Tier,-21.39,4-Tier vs 4-Tier
130,0.001,0.3,0.77,0.35,13.028402365204755,-35.004000000000005,4-Tier vs 4-Tier,13.806,6-Tier vs 6-Tier,-21.56,6-Tier vs 6-Tier
131,0.001,0.3,0.77,0.38,12.735462222640551,-34.094,4-Tier vs 4-Tier,12.784,2-Tier vs 2-Tier,-21.71,2-Tier vs 2-Tier
132,0.001,0.3,0.77,0.41,12.485391369232088,-33.314,4-Tier vs 4-Tier,12.414,5-Tier vs 5-Tier,-21.83,5-Tier vs 5-Tier
133,0.001,0.3,0.77,0.44,12.26942108674296,-32.644,4-Tier vs 4-Tier,16.2,Flat vs Flat,-21.94,Flat vs Flat
134,0.001,0.3,0.77,0.47,12.081021478614144,-32.202,4-Tier vs 4-Tier,15.52,Flat vs Flat,-22.03,Flat vs Flat
135,0.001,0.3,0.77,0.5,11.915229823460786,-31.684,4-Tier vs 4-Tier,14.919999999999998,Flat vs Flat,-22.12,Flat vs Flat
136,0.001,0.3,0.77,0.53,11.768207034928563,-31.277,4-Tier vs 4-Tier,9.286,2-Tier vs 2-Tier,-22.19,2-Tier vs 2-Tier
137,0.001,0.3,0.77,0.56,11.636936688024791,-30.87,4-Tier vs 4-Tier,10.548,5-Tier vs 5-Tier,-22.25,5-Tier vs 5-Tier
138,0.001,0.3,0.77,0.59,11.519015867924796,-30.506,4-Tier vs 4-Tier,8.196,2-Tier vs 2-Tier,-22.31,2-Tier vs 2-Tier
139,0.001,0.3,0.77,0.62,11.41250674009254,-30.174,4-Tier vs 4-Tier,8.072,2-Tier vs 2-Tier,-22.37,2-Tier vs 2-Tier
140,0.001,0.3,0.77,0.65,11.315829224060186,-29.874,4-Tier vs 4-Tier,7.545999999999999,4-Tier vs 4-Tier,-22.41,4-Tier vs 4-Tier
141,0.001,0.3,0.77,0.68,11.22768207708951,-29.597,4-Tier vs 4-Tier,12.44,Flat vs Flat,-22.46,Flat vs Flat
142,0.001,0.3,0.77,0.71,11.146983984792412,-29.347,4-Tier vs 4-Tier,7.608,7-Tier vs 7-Tier,-22.5,7-Tier vs 7-Tier
143,0.001,0.3,0.77,0.74,11.072828981059944,-29.117,4-Tier vs 4-Tier,6.786,2-Tier vs 2-Tier,-22.53,2-Tier vs 2-Tier
144,0.001,0.3,0.77,0.77,11.004452289306627,-28.907,4-Tier vs 4-Tier,11.64,Flat vs Flat,-22.57,Flat vs Flat
145,0.001,0.3,0.77,0.8,10.941203849434812,-28.707,4-Tier vs 4-Tier,6.324,2-Tier vs 2-Tier,-22.6,2-Tier vs 2-Tier
146,0.001,0.3,0.77,0.83,10.882527585939272,-28.527,4-Tier vs 4-Tier,6.096,2-Tier vs 2-Tier,-22.63,2-Tier vs 2-Tier
147,0.001,0.3,0.77,0.86,10.827945015245746,-28.357,4-Tier vs 4-Tier,11.0,Flat vs Flat,-22.66,Flat vs Flat
148,0.001,0.3,0.77,0.89,10.777042168419198,-28.197000000000003,4-Tier vs 4-Tier,5.726000000000001,2-Tier vs 2-Tier,-22.68,2-Tier vs 2-Tier
149,0.001,0.3,0.77,1.0,10.616528524759488,-27.806,2-Tier vs 2-Tier,6.292,5-Tier vs 5-Tier,-22.76,5-Tier vs 5-Tier
150,0.001,0.3,0.93,0.05,30.82320357014421,-77.954,2-Tier vs 2-Tier,75.25,3-Tier vs 3-Tier,-8.41,3-Tier vs 3-Tier
151,0.001,0.3,0.93,0.08,22.758687441111952,-58.389,2-Tier vs 2-Tier,45.21,2-Tier vs 2-Tier,-13.539999999999996,2-Tier vs 2-Tier
152,0.001,0.3,0.93,0.11,19.09299829155184,-50.933,4-Tier vs 4-Tier,35.04600000000001,4-Tier vs 4-Tier,-15.88,4-Tier vs 4-Tier
153,0.001,0.3,0.93,0.14,16.998318777517483,-44.849,4-Tier vs 4-Tier,27.844,4-Tier vs 4-Tier,-17.21,4-Tier vs 4-Tier
154,0.001,0.3,0.93,0.17,15.642937915495253,-40.878,4-Tier vs 4-Tier,23.0,8-Tier vs 8-Tier,-18.07,8-Tier vs 8-Tier
155,0.001,0.3,0.93,0.2,14.694171312079693,-38.085,4-Tier vs 4-Tier,19.566,2-Tier vs 2-Tier,-18.68,2-Tier vs 2-Tier
156,0.001,0.3,0.93,0.23,13.992909039989932,-36.011,4-Tier vs 4-Tier,16.942,4-Tier vs 4-Tier,-19.12,4-Tier vs 4-Tier
157,0.001,0.3,0.93,0.26,13.453476522997809,-34.416000000000004,4-Tier vs 4-Tier,15.206,2-Tier vs 2-Tier,-19.47,2-Tier vs 2-Tier
158,0.001,0.3,0.93,0.29,13.025650733659226,-33.155,4-Tier vs 4-Tier,18.78,Flat vs Flat,-19.74,Flat vs Flat
159,0.001,0.3,0.93,0.32,12.678042279821629,-32.123000000000005,4-Tier vs 4-Tier,12.464,2-Tier vs 2-Tier,-19.96,2-Tier vs 2-Tier
160,0.001,0.3,0.93,0.35,12.390023846641906,-31.269,4-Tier vs 4-Tier,11.738,4-Tier vs 4-Tier,-20.14,4-Tier vs 4-Tier
161,0.001,0.3,0.93,0.38,12.14748200817477,-30.552,4-Tier vs 4-Tier,10.624,2-Tier vs 2-Tier,-20.3,2-Tier vs 2-Tier
162,0.001,0.3,0.93,0.41,11.940434097288191,-29.938,4-Tier vs 4-Tier,14.919999999999998,Flat vs Flat,-20.43,Flat vs Flat
163,0.001,0.3,0.93,0.44,11.7616199924316,-29.543,4-Tier vs 4-Tier,11.47,Flat vs Flat,-20.54,Flat vs Flat
164,0.001,0.3,0.93,0.47,11.605633220109894,-29.077,4-Tier vs 4-Tier,8.45,2-Tier vs 2-Tier,-20.64,2-Tier vs 2-Tier
165,0.001,0.3,0.93,0.5,11.46836486046679,-28.725,2-Tier vs 2-Tier,9.512,5-Tier vs 5-Tier,-20.73,5-Tier vs 5-Tier
166,0.001,0.3,0.93,0.53,11.346636315122907,-28.360000000000003,2-Tier vs 2-Tier,11.772,Flat vs Flat,-20.81,Flat vs Flat
167,0.001,0.3,0.93,0.56,11.237950113923011,-28.04,4-Tier vs 4-Tier,12.4,Flat vs Flat,-20.88,Flat vs Flat
168,0.001,0.3,0.93,0.59,11.140316746743444,-27.752,4-Tier vs 4-Tier,12.06,Flat vs Flat,-20.94,Flat vs Flat
169,0.001,0.3,0.93,0.62,11.052131769936093,-27.492,4-Tier vs 4-Tier,6.537999999999999,7-Tier vs 7-Tier,-21.0,7-Tier vs 7-Tier
170,0.001,0.3,0.93,0.65,10.972086944834036,-27.253000000000004,4-Tier vs 4-Tier,10.396,Flat vs Flat,-21.05,Flat vs Flat
171,0.001,0.3,0.93,0.68,10.899104898417455,-27.036,4-Tier vs 4-Tier,6.182,2-Tier vs 2-Tier,-21.09,2-Tier vs 2-Tier
172,0.001,0.3,0.93,0.71,10.832290348881148,-26.839,4-Tier vs 4-Tier,9.896,Flat vs Flat,-21.14,Flat vs Flat
173,0.001,0.3,0.93,0.74,10.77089319525319,-26.656,4-Tier vs 4-Tier,7.922,Flat vs Flat,-21.17,Flat vs Flat
174,0.001,0.3,0.93,0.77,10.714280235414424,-26.487,4-Tier vs 4-Tier,5.464,2-Tier vs 2-Tier,-21.21,2-Tier vs 2-Tier
175,0.001,0.3,0.93,0.8,10.661913247563565,-26.335,4-Tier vs 4-Tier,8.108,Flat vs Flat,-21.24,Flat vs Flat
176,0.001,0.3,0.93,0.83,10.613331825099516,-26.192,4-Tier vs 4-Tier,7.194,Flat vs Flat,-21.28,Flat vs Flat
177,0.001,0.3,0.93,0.86,10.568139804202724,-26.057,4-Tier vs 4-Tier,7.296000000000001,5-Tier vs 5-Tier,-21.3,5-Tier vs 5-Tier
178,0.001,0.3,0.93,0.89,10.5259944364001,-25.932,4-Tier vs 4-Tier,4.848,2-Tier vs 2-Tier,-21.33,2-Tier vs 2-Tier
179,0.001,0.3,0.93,1.0,10.393096043262489,-25.539,4-Tier vs 4-Tier,7.140000000000001,Flat vs Flat,-21.42,Flat vs Flat
180,0.001,0.3,1.1,0.05,27.49964540787637,-63.870000000000005,2-Tier vs 2-Tier,57.120000000000005,2-Tier vs 2-Tier,-6.74,2-Tier vs 2-Tier
181,0.001,0.3,1.1,0.08,20.681463589694552,-46.133,2-Tier vs 2-Tier,41.06,Flat vs Flat,-12.02,Flat vs Flat
